NAME,MCAP,CMP,PE,PE-TTM,EarningScore,DebtScore,CashScore,CompanyScore,G-IV,A-IV,P-IV,G-Valuation,A-Valuation,P-Valuation,G-ROI,A-ROI,P-ROI,G-Decision,A-Decision,P-Decision
FRANKLIN LEASING & FINANCE LTD,15.07,9.55,,,16.0,30.0,9.0,55.0,73.79796049229775,46.120338729309196,31.871637309848786,UNDERVALUED,UNDERVALUED,UNDERVALUED,45.13173377017667,27.806885834854008,18.883575068949057,BUY,BUY,BUY
FRASER AND COMPANY LTD,5.08,6.25,11.545454545454545,10.36931818181818,10.0,25.5,0.0,35.5,-26.667813350812803,-16.448327533696702,-11.187239593575407,OVERVALUED,OVERVALUED,OVERVALUED,-25.276909407049708,-15.502442944143702,-10.468020584707183,DO NOT BUY,DO NOT BUY,DO NOT BUY
FREDUN PHARMACEUTICALS LTD,169.88,425.8,84.94,80.90200000000002,30.0,12.5,6.0,48.5,-2166.4707372850694,-1351.1412714886287,-931.4019522615414,OVERVALUED,OVERVALUED,OVERVALUED,-29.783272735670014,-18.33680433430951,-12.441203108904077,DO NOT BUY,DO NOT BUY,DO NOT BUY
FRESHTROP FRUITS LTD,88.47,81.0,18.944325481798717,20.408993576017135,29.0,24.0,24.0,77.0,959.8585466236831,599.7229140004699,414.3216846716329,UNDERVALUED,UNDERVALUED,UNDERVALUED,69.22739083724709,42.649218838306766,28.959904552743865,BUY,BUY,BUY
FRONTIER SPRINGS LTD,98.36,249.65,10.16115702479339,10.058212809917359,21.0,24.0,18.0,63.0,604.3082813233539,378.5195931165593,262.28144123703606,UNDERVALUED,UNDERVALUED,UNDERVALUED,14.102295166391325,8.695814641368445,5.911160712243291,DO NOT BUY,DO NOT BUY,DO NOT BUY
FRONTLINE CORPORATION LTD,4.41,8.81,-49.00000000000001,-48.94444444444444,9.0,9.0,15.0,33.0,-295.3347428152613,-183.99461890876563,-126.67567022398948,OVERVALUED,OVERVALUED,OVERVALUED,-196.45463796258485,-120.90718537414956,-81.99582525510195,DO NOT BUY,DO NOT BUY,DO NOT BUY
FRUITION VENTURE LTD,5.82,14.55,-18.7741935483871,-18.774193548387103,11.0,28.5,9.0,48.5,-3.4412255954097795,-2.101483970869141,-1.411772313170659,OVERVALUED,OVERVALUED,OVERVALUED,-1.4158818289304116,-0.865451836340206,-0.5819481717139171,DO NOT BUY,DO NOT BUY,DO NOT BUY
FUNDVISER CAPITAL (INDIA) LTD,1.85,5.0,61.666666666666664,61.666666666666664,9.0,15.0,15.0,39.0,-146.5577416418231,-89.34715335062819,-59.89460148134169,OVERVALUED,OVERVALUED,OVERVALUED,-175.78760737989867,-107.38849873310808,-72.15895415962838,DO NOT BUY,DO NOT BUY,DO NOT BUY
FUNNY SOFTWARE LTD,0.74,0.37,74.0,74.36999999999999,14.0,30.0,12.0,56.0,16.058015179344014,10.029177868911137,6.92547540926797,UNDERVALUED,UNDERVALUED,UNDERVALUED,253.6482777005912,156.24448374155403,106.07582849451013,BUY,BUY,BUY
FUTURE CONSUMER LTD,1361.12,6.85,-2.3735221288320023,-2.291455957404759,15.0,28.0,3.0,46.0,-9.998919339155897,-6.204290565721828,-4.250779788915936,OVERVALUED,OVERVALUED,OVERVALUED,-8.591812748204141,-5.280328016862949,-3.5747195483429968,DO NOT BUY,DO NOT BUY,DO NOT BUY
FUTURE ENTERPRISES-DVR,47.05,11.95,6.960059171597627,,0.0,15.0,0.0,15.0,0.0,0.0,0.0,OVERVALUED,OVERVALUED,OVERVALUED,0.0,0.0,0.0,DO NOT BUY,DO NOT BUY,DO NOT BUY
FUTURE ENTERPRISES LTD,456.49,9.0,-0.41053104905796123,-0.36775934169701874,13.0,2.5,6.0,21.5,1929.6577727682386,1204.8184906898807,831.6643737692737,UNDERVALUED,UNDERVALUED,UNDERVALUED,1253.4993399485256,772.0581486587876,524.087754839235,BUY,BUY,BUY
FUTURE LIFESTYLE FASHIONS LTD,1083.53,53.7,-1.2048459374409268,-1.1679754478433466,15.0,22.0,12.0,49.0,-4047.887109786732,-2526.989909088328,-1744.0176476701292,OVERVALUED,OVERVALUED,OVERVALUED,-440.77081599772254,-271.4658847377034,-184.26393517524164,DO NOT BUY,DO NOT BUY,DO NOT BUY
FUTURE MARKET NETWORKS LTD,84.01,14.6,-5.045645645645647,-4.971891891891891,11.0,14.5,9.0,34.5,-2994.461620083699,-1869.370174061355,-1290.1624581224569,OVERVALUED,OVERVALUED,OVERVALUED,-1199.2867721482228,-738.6283667401947,-501.3623241331945,DO NOT BUY,DO NOT BUY,DO NOT BUY
FUTURE RETAIL LTD,2537.89,46.8,-0.9951221998721734,-0.9371022573549307,11.0,20.0,6.0,37.0,-11461.657924009083,-7155.2870534701215,-4938.326605740313,OVERVALUED,OVERVALUED,OVERVALUED,-1432.0408012684925,-881.9813782007396,-598.6685785691434,DO NOT BUY,DO NOT BUY,DO NOT BUY
FUTURE SUPPLY CHAIN SOLUTIONS LTD,317.94,72.45,-1.5948833709556058,-1.50339352896915,14.0,22.5,3.0,39.5,-11892.259801483084,-7424.506422083315,-5124.464732664015,OVERVALUED,OVERVALUED,OVERVALUED,-959.7409388334393,-591.1074087779925,-401.2395634902613,DO NOT BUY,DO NOT BUY,DO NOT BUY
FUTURISTIC SOLUTIONS LTD,26.7,25.5,-72.16216216216218,-72.36486486486488,7.0,24.0,18.0,49.0,-12.94259401480179,-8.080385647086883,-5.577274799484527,OVERVALUED,OVERVALUED,OVERVALUED,-2.967569525152153,-1.8277465180243444,-1.2406709518375463,DO NOT BUY,DO NOT BUY,DO NOT BUY
G G DANDEKAR MACHINE WORKS LTD,24.69,51.85,-16.350993377483444,-16.48211920529801,4.0,24.0,0.0,28.0,-386.99648403886005,-241.2565793227811,-166.22829817266717,OVERVALUED,OVERVALUED,OVERVALUED,-43.709436032667575,-26.90694186031794,-18.252673857394182,DO NOT BUY,DO NOT BUY,DO NOT BUY
G G ENGINEERING LTD,107.74,104.5,5387.000000000002,4807.000000000002,17.0,29.0,12.0,58.0,-121.61547921064921,-75.87475532248985,-52.3269981136714,OVERVALUED,OVERVALUED,OVERVALUED,-6.809616089706705,-4.193055620011141,-2.845373822396511,DO NOT BUY,DO NOT BUY,DO NOT BUY
G K CONSULTANTS LTD,1.52,2.87,-0.8994082840236686,-0.9000591715976332,25.0,30.0,3.0,58.0,-231.46580301553746,-144.44605886576883,-99.64747166757425,OVERVALUED,OVERVALUED,OVERVALUED,-471.7744559317435,-290.5236533717105,-197.16888085937492,DO NOT BUY,DO NOT BUY,DO NOT BUY
G K P PRINTING & PACKAGING  LTD,21.27,29.0,,,4.0,19.5,0.0,23.5,-1059.3005742445055,-661.09434244639,-456.09400864433064,OVERVALUED,OVERVALUED,OVERVALUED,-213.659876501381,-131.57671272625765,-89.29907878981545,DO NOT BUY,DO NOT BUY,DO NOT BUY
G M BREWERIES LTD,733.11,401.1,9.153577225621175,9.164852041453365,29.0,30.0,21.0,80.0,900.5770417242545,562.9567795577894,389.14667585867517,UNDERVALUED,UNDERVALUED,OVERVALUED,13.109707587398628,8.077948104863182,5.486297446249964,DO NOT BUY,DO NOT BUY,DO NOT BUY
GUJARAT MINERAL DEVELOPMENT CORPORATION LTD,2152.86,67.7,11.657244964262508,11.65724496426251,22.0,30.0,21.0,73.0,-54.28822151359839,-33.475883069476545,-22.761494424726553,OVERVALUED,OVERVALUED,OVERVALUED,-4.751694871846337,-2.9139879806687334,-1.9674613648022237,DO NOT BUY,DO NOT BUY,DO NOT BUY
G M POLYPLAST LTD,32.3,168.0,,,18.0,18.5,9.0,45.5,-256.3191263284698,-157.3690452292701,-106.4286077492237,OVERVALUED,OVERVALUED,OVERVALUED,-9.082518411000388,-5.561640987809599,-3.7481830265576614,DO NOT BUY,DO NOT BUY,DO NOT BUY
GUJARAT NARMADA VALLEY FERTILIZERS & CHEMICALS LTD,5716.35,367.8,9.23377000985349,9.232577899106724,22.0,20.5,18.0,60.5,526.1221371985315,330.7554441708995,230.17882309789255,UNDERVALUED,OVERVALUED,OVERVALUED,8.300032205275865,5.124746317033591,3.489288224867042,DO NOT BUY,DO NOT BUY,DO NOT BUY
G S AUTO INTERNATIONAL LTD,6.4,4.41,-3.1372549019607843,-3.1345588235294115,8.0,15.0,18.0,41.0,190.11759162632035,118.84919857036581,82.15955586930896,UNDERVALUED,UNDERVALUED,UNDERVALUED,251.70209736943352,155.09647338867188,105.33892239990229,BUY,BUY,BUY
GUJARAT STATE FERTILIZERS & CHEMICALS LTD,4150.14,104.15,12.269082953940757,12.269785076568322,25.0,15.0,15.0,55.0,-365.24047549701277,-227.90994090921492,-157.210883025091,OVERVALUED,OVERVALUED,OVERVALUED,-20.515720882532936,-12.633440680050844,-8.573605000495832,DO NOT BUY,DO NOT BUY,DO NOT BUY
G V FILMS LTD,29.27,0.32,-24.596638655462186,-24.594285714285714,4.0,17.5,6.0,27.5,-0.31899473735412637,-0.1988894410509271,-0.13705809872770128,OVERVALUED,OVERVALUED,OVERVALUED,-5.8369955930880675,-3.5933398904595193,-2.4377258752028554,DO NOT BUY,DO NOT BUY,DO NOT BUY
G-TECH INFO TRAINING LTD,0.23,0.66,-7.666666666666668,-7.699999999999999,8.0,30.0,18.0,56.0,-14.140401957211468,-8.758135604709075,-5.9872939885638665,OVERVALUED,OVERVALUED,OVERVALUED,-126.35440371874999,-77.60545176630437,-52.49688807744562,DO NOT BUY,DO NOT BUY,DO NOT BUY
GABRIEL INDIA LTD,1511.13,105.2,26.053965517241384,26.04606896551724,27.0,29.0,27.0,83.0,313.25208032426553,196.31204290927116,136.11020579424334,UNDERVALUED,UNDERVALUED,UNDERVALUED,17.33784973496221,10.692902732040762,7.270366075361443,DO NOT BUY,DO NOT BUY,DO NOT BUY
GAGAN GASES LTD,5.94,13.14,37.125,36.956250000000004,10.0,29.0,18.0,57.0,-56.556914331738824,-35.21848409360064,-24.23325841825753,OVERVALUED,OVERVALUED,OVERVALUED,-25.23700006712963,-15.52941656144781,-10.529442839856898,DO NOT BUY,DO NOT BUY,DO NOT BUY
GAGAN POLYCOT INDIA LTD,1.51,1.51,-0.6863636363636363,-0.6863636363636363,17.0,22.5,12.0,51.5,121.33667024393259,75.78545500955084,52.33525864780243,UNDERVALUED,UNDERVALUED,UNDERVALUED,469.607113093957,289.2774989652319,196.39719241514896,BUY,BUY,BUY
GAIL (INDIA) LTD,66716.79,150.25,11.118149352326641,11.292705779816053,25.0,27.0,21.0,73.0,167.57807158958207,104.96325835648909,72.72856038158311,UNDERVALUED,OVERVALUED,OVERVALUED,6.497947753521466,4.006758958979814,2.7236509124778583,DO NOT BUY,DO NOT BUY,DO NOT BUY
GAJRA BEVEL GEARS LTD,1.78,1.89,-16.181818181818183,-16.15090909090909,0.0,15.0,0.0,15.0,-8.288070800962847,-5.158494579142635,-3.5473591450357316,OVERVALUED,OVERVALUED,OVERVALUED,-25.726054687675557,-15.827591731039325,-10.729303919417132,DO NOT BUY,DO NOT BUY,DO NOT BUY
GALA GLOBAL PRODUCTS LTD,160.76,29.45,148.85185185185185,148.8861111111111,21.0,27.0,9.0,57.0,-10.81184320166001,-6.590440349614648,-4.417222241312906,OVERVALUED,OVERVALUED,OVERVALUED,-2.202031515974892,-1.345160341891635,-0.9038215318059489,DO NOT BUY,DO NOT BUY,DO NOT BUY
GALACTICO CORPORATE SERVICES LTD,32.95,57.5,,,4.0,22.5,6.0,32.5,-592.3366892040407,-369.76474223179616,-255.18259915921672,OVERVALUED,OVERVALUED,OVERVALUED,-60.23923745557663,-37.100129457511386,-25.18213443190439,DO NOT BUY,DO NOT BUY,DO NOT BUY
GALADA POWER & TELECOMMUNICATION LTD,0.82,1.1,-0.38679245283018865,-0.38915094339622647,3.0,15.0,18.0,36.0,14.499444469331985,9.107801346180656,6.332132479833117,UNDERVALUED,UNDERVALUED,UNDERVALUED,76.55273394245394,47.25240567835346,32.161021579649244,BUY,BUY,BUY
GALAXY BEARINGS LTD,62.96,198.0,7.6780487804878055,7.726829268292683,27.0,22.5,18.0,67.5,2604.3874123939313,1626.0610935687941,1122.4094530084017,UNDERVALUED,UNDERVALUED,UNDERVALUED,76.90201584910557,47.36527451705447,32.15212385033651,BUY,BUY,BUY
GALAXY CLOUD KITCHENS LTD,68.75,15.3,-6.0733215547703185,-4.744081272084806,5.0,10.5,12.0,27.5,-40.76454011261329,-25.439454899940554,-17.54995610943523,OVERVALUED,OVERVALUED,OVERVALUED,-15.5852442676682,-9.59760676136365,-6.513622969886371,DO NOT BUY,DO NOT BUY,DO NOT BUY
GALAXY SURFACTANTS LTD,10235.61,2886.95,55.56791530944626,55.638830076004346,29.0,23.5,24.0,76.5,670.5763882404926,419.59272468677386,290.38396124014497,OVERVALUED,OVERVALUED,OVERVALUED,1.3547739452543326,0.835076927129283,0.5674025432526437,DO NOT BUY,DO NOT BUY,DO NOT BUY
GALLANTT ISPAT LTD,1328.51,47.05,13.887831904662345,13.889734476270121,33.0,26.0,18.0,77.0,49.689239830490855,31.07073295906982,21.48574955410816,UNDERVALUED,OVERVALUED,OVERVALUED,6.164239660771744,3.798705334124319,2.580316693549068,DO NOT BUY,DO NOT BUY,DO NOT BUY
GALLANTT METAL LTD,483.04,59.4,18.35955910300266,18.355074116305584,24.0,29.0,15.0,68.0,-667.167282542011,-416.4183733387967,-287.3304636517828,OVERVALUED,OVERVALUED,OVERVALUED,-65.68926939766246,-40.454656883358524,-27.457354375252294,DO NOT BUY,DO NOT BUY,DO NOT BUY
GAMMON INFRASTRUCTURE PROJECTS LTD,65.93,0.7,-2.785382340515421,-2.7852133502323624,6.0,27.0,15.0,48.0,3.8260636737769467,2.392237357569038,1.6540900108800503,UNDERVALUED,UNDERVALUED,UNDERVALUED,31.905944571249808,19.66140271879267,13.354746952259966,BUY,BUY,BUY
GANDHI SPECIAL TUBES LTD,388.2,300.5,14.044862518089724,14.677098408104197,24.0,30.0,27.0,81.0,990.2026562214247,618.5151210083202,427.1668629846201,UNDERVALUED,UNDERVALUED,UNDERVALUED,19.25589204265842,11.861924265842354,8.05359806800618,DO NOT BUY,DO NOT BUY,DO NOT BUY
GANESH BENZOPLAST LTD,418.12,67.05,9.620800736309251,7.991693511274734,24.0,18.0,27.0,69.0,154.37137977326492,96.492984350142,66.69663905416182,UNDERVALUED,UNDERVALUED,OVERVALUED,13.443750876749624,8.28360792244151,5.62583226116679,DO NOT BUY,DO NOT BUY,DO NOT BUY
GANESH FILMS INDIA LTD,1.79,5.94,,,4.0,19.5,0.0,23.5,-158.57949301242283,-99.00514980184366,-68.33571454700103,OVERVALUED,OVERVALUED,OVERVALUED,-156.09188837238125,-96.13806957053069,-65.2583435972416,DO NOT BUY,DO NOT BUY,DO NOT BUY
GANESH HOUSING CORPORATION LTD,365.76,74.3,-5.787341772151898,-5.784113924050632,16.0,30.0,21.0,67.0,670.4742547966944,419.05900671770087,289.62805947614333,UNDERVALUED,UNDERVALUED,UNDERVALUED,52.69690034007016,32.4691850210008,22.050727638277994,BUY,BUY,BUY
GANESHA ECOSPHERE LTD,1278.88,585.85,29.76215964626484,28.540361492514158,29.0,20.5,15.0,64.5,2334.616757887495,1457.9641464267468,1006.6550919039322,UNDERVALUED,UNDERVALUED,UNDERVALUED,23.292555630444706,14.347457082808784,9.740207745314745,BUY,DO NOT BUY,DO NOT BUY
GANGA FORGING LTD,63.21,59.65,,,7.0,16.5,3.0,26.5,117.14808045346513,73.15088920122734,50.50071908125169,UNDERVALUED,UNDERVALUED,OVERVALUED,11.480582269587485,7.071395076926118,4.800405588761667,DO NOT BUY,DO NOT BUY,DO NOT BUY
GANGA PAPERS INDIA LTD,35.23,32.65,13.870078740157478,13.882677165354332,24.0,15.0,15.0,54.0,377.3778635367214,236.328891777249,163.71554727341766,UNDERVALUED,UNDERVALUED,UNDERVALUED,67.35261871707353,41.528187091967084,28.227093217783132,BUY,BUY,BUY
GANGES SECURITIES LTD,73.93,73.9,14.84538152610442,14.839357429718875,12.0,24.0,9.0,45.0,39.03439026387736,24.571052168674132,17.125188943429816,OVERVALUED,OVERVALUED,OVERVALUED,3.060485196782428,1.890532957696469,1.2879390734901248,DO NOT BUY,DO NOT BUY,DO NOT BUY
GANGOTRI TEXTILES LTD,1.96,0.6,-39.199999999999996,-39.11999999999999,1.0,15.0,18.0,34.0,-0.873361370304436,-0.5452613806210145,-0.37635240322546765,OVERVALUED,OVERVALUED,OVERVALUED,-8.510645147321426,-5.241764987244899,-3.5581003667091826,DO NOT BUY,DO NOT BUY,DO NOT BUY
GARDEN REACH SHIPBUILDERS & ENGINEERS LTD,1958.84,171.0,13.49435106089832,13.5,8.0,19.5,3.0,30.5,3718.9314465131483,2364.6411870964707,1667.4397545833533,UNDERVALUED,UNDERVALUED,UNDERVALUED,124.59337314043613,77.24994768507766,52.865312412216845,BUY,BUY,BUY
GARG FURNACE LTD,9.22,23.0,10.84705882352941,10.823529411764708,9.0,1.0,15.0,25.0,4097.788038248605,2558.4220054873654,1765.941814671077,UNDERVALUED,UNDERVALUED,UNDERVALUED,1041.6656973316499,641.5753291926518,435.5053710217257,BUY,BUY,BUY
GARMENT MANTRA LIFESTYLE LTD,93.36,93.0,34.45018450184502,13.726937269372696,28.0,15.0,0.0,43.0,-338.71177943010554,-211.39327427533414,-145.84850382297262,OVERVALUED,OVERVALUED,OVERVALUED,-21.30251810500682,-13.118763179828084,-8.903650371796669,DO NOT BUY,DO NOT BUY,DO NOT BUY
GARNET CONSTRUCTION LTD,26.62,19.15,1.958793230316409,1.9586828550404711,22.0,22.0,15.0,59.0,1423.8193840091185,889.4949929588532,614.4197435603955,UNDERVALUED,UNDERVALUED,UNDERVALUED,434.41206200990786,267.61812723046586,181.70948783222198,BUY,BUY,BUY
GARNET INTERNATIONAL LTD,61.75,31.45,-14.987864077669903,-14.91076051779935,12.0,15.0,15.0,42.0,-435.01214860182637,-271.5220136642388,-187.3557461394729,OVERVALUED,OVERVALUED,OVERVALUED,-80.89423343126518,-49.81896166497976,-33.81337776948379,DO NOT BUY,DO NOT BUY,DO NOT BUY
GARWARE MARINE INDUSTRIES LTD,2.53,4.39,14.055555555555552,14.145555555555552,10.0,27.0,6.0,43.0,0.2949802371541502,0.2949802371541502,0.2949802371541502,OVERVALUED,OVERVALUED,OVERVALUED,0.13438735177865616,0.13438735177865616,0.13438735177865616,DO NOT BUY,DO NOT BUY,DO NOT BUY
GARWARE POLYESTER LTD,1705.61,734.15,14.786389250108366,14.765739055049846,25.0,25.0,15.0,65.0,-2171.1367528760443,-1353.9976932719885,-933.3267780401577,OVERVALUED,OVERVALUED,OVERVALUED,-17.311965352981257,-10.658388153193695,-7.231406439975084,DO NOT BUY,DO NOT BUY,DO NOT BUY
GARWARE SYNTHETICS LTD,6.01,10.35,5.616822429906543,5.610280373831776,15.0,15.0,18.0,48.0,-64.96216473750516,-40.50574982430165,-27.91535615273753,OVERVALUED,OVERVALUED,OVERVALUED,-36.7489940891742,-22.623733231073157,-15.348397092086058,DO NOT BUY,DO NOT BUY,DO NOT BUY
GARWARE TECHNICAL FIBRES LTD,5617.32,2683.15,31.18307982680138,32.61962085044966,37.0,27.0,24.0,88.0,3661.5635825232516,2288.387978454436,1581.4641919234687,UNDERVALUED,OVERVALUED,OVERVALUED,7.969778964871092,4.910457176837666,3.3347273840313862,DO NOT BUY,DO NOT BUY,DO NOT BUY
GATEWAY DISTRIPARKS LTD,3232.63,258.95,30.441943685846123,30.4331481307091,21.0,13.0,24.0,58.0,231.06916401962084,144.67650373736996,100.2007452442474,OVERVALUED,OVERVALUED,OVERVALUED,5.2009199604670755,3.2065534861997045,2.1793380152514157,DO NOT BUY,DO NOT BUY,DO NOT BUY
GATI LTD,1306.65,107.15,-16.82093202883625,-15.573165550978372,14.0,28.5,15.0,57.5,22.6407966216062,14.379051476977788,10.125826948600675,OVERVALUED,OVERVALUED,OVERVALUED,1.2121312225481298,0.7512132409214469,0.5138135013680065,DO NOT BUY,DO NOT BUY,DO NOT BUY
GAUTAM EXIM LTD,7.15,23.2,17.023809523809522,17.12380952380952,25.0,9.0,15.0,49.0,440.57968731986773,280.6051685271662,198.24877343952195,UNDERVALUED,UNDERVALUED,UNDERVALUED,108.58877852902097,67.36888548951049,46.138227840909074,BUY,BUY,BUY
GAUTAM GEMS LTD,18.67,18.55,9.063106796116507,9.094902912621361,14.0,23.0,6.0,43.0,911.6855270078088,569.3187527613779,393.0650997576864,UNDERVALUED,UNDERVALUED,UNDERVALUED,287.2843027923473,176.95478248861806,120.12862158961562,BUY,BUY,BUY
GAYATRI BIOORGANICS LTD,45.7,5.8,-103.86363636363639,-103.87272727272727,11.0,9.0,12.0,32.0,765.7802774928394,478.11869529792557,330.0277924868338,UNDERVALUED,UNDERVALUED,UNDERVALUED,771.9216231418833,475.4399149514496,322.73448120298804,BUY,BUY,BUY
GAYATRI HIGHWAYS LTD,14.38,0.6,-0.7295788939624557,-0.7296803652968036,2.0,23.0,3.0,28.0,-36.929298725203374,-23.054867381212276,-15.912178920540653,OVERVALUED,OVERVALUED,OVERVALUED,-359.8823510177112,-221.6505473639603,-150.4530773290811,DO NOT BUY,DO NOT BUY,DO NOT BUY
GAYATRI PROJECTS LTD,526.96,28.15,-21.775206611570244,-21.775537190082638,21.0,15.0,18.0,54.0,1025.8305820686169,643.7550895736454,447.05901290660506,UNDERVALUED,UNDERVALUED,UNDERVALUED,211.86577529518536,130.72954697551756,88.93964022582057,BUY,BUY,BUY
GAYATRI SUGARS LTD,9.22,2.11,-0.41105662059741427,-0.4110878288007133,10.0,15.0,24.0,49.0,417.89311150019876,260.97507453076406,180.19218518962788,UNDERVALUED,UNDERVALUED,UNDERVALUED,1157.6250603772032,713.0609040299622,484.0843417375608,BUY,BUY,BUY
GB GLOBAL LTD,2.35,7.1,-0.024690060937171677,-0.09871471597674582,11.0,12.0,9.0,32.0,-2783.4190383752752,-1705.1037624939324,-1149.9768612866046,OVERVALUED,OVERVALUED,OVERVALUED,-2339.2288828739433,-1431.3426263297915,-963.7280626994707,DO NOT BUY,DO NOT BUY,DO NOT BUY
GBL INDUSTRIES LTD,1.13,2.25,18.83333333333333,18.75,21.0,30.0,9.0,60.0,2.92995843882194,1.8629075874178946,1.3135797184545037,UNDERVALUED,OVERVALUED,OVERVALUED,7.460559508296437,4.625601493362818,3.1654321764380424,DO NOT BUY,DO NOT BUY,DO NOT BUY
GCM SECURITIES LTD,48.82,2.57,-9.299047619047618,-9.30095238095238,9.0,30.0,6.0,45.0,-51.389685164516585,-32.05113775845266,-22.095470677129963,OVERVALUED,OVERVALUED,OVERVALUED,-117.04334910936218,-72.06176363746927,-48.89361420220324,DO NOT BUY,DO NOT BUY,DO NOT BUY
GE POWER INDIA LTD,1763.11,262.25,26.576876695809464,26.56496834488996,21.0,30.0,15.0,66.0,-8228.469568553322,-5126.643621438068,-3529.7942911722025,OVERVALUED,OVERVALUED,OVERVALUED,-183.86610032356836,-113.16177855864424,-76.74491429776873,DO NOT BUY,DO NOT BUY,DO NOT BUY
GREAT EASTERN SHIPPING COMPANY LTD,5651.6,384.55,5.486297845902945,5.534830231783044,24.0,21.0,21.0,66.0,4029.7370873665823,2539.4962763158155,1772.3062141930754,UNDERVALUED,UNDERVALUED,UNDERVALUED,60.64017364911916,37.474354058751054,25.542600999592473,BUY,BUY,BUY
GE T&D INDIA LTD,3116.13,121.7,-21.80331654072209,-21.799048418695783,14.0,28.0,15.0,57.0,-1030.055520897391,-642.6529740037644,-443.21447935653646,OVERVALUED,OVERVALUED,OVERVALUED,-49.523575987966254,-30.494577734441435,-20.69352980524921,DO NOT BUY,DO NOT BUY,DO NOT BUY
GEE LTD,100.88,42.7,8.10281124497992,8.09413654618474,16.0,20.0,15.0,51.0,702.5819529158417,439.5705387086133,304.1697754840718,UNDERVALUED,UNDERVALUED,UNDERVALUED,95.9797897239573,59.15919877732207,40.19443921188849,BUY,BUY,BUY
GEECEE VENTURES LTD,229.3,109.65,23.06841046277666,23.643511066398393,21.0,30.0,18.0,69.0,5197.401090061723,3257.8758370009728,2259.3898954335,UNDERVALUED,UNDERVALUED,UNDERVALUED,275.92403594222503,170.18609829848992,115.72487122952325,BUY,BUY,BUY
GEEKAY WIRES LTD,97.73,93.5,12.675745784695202,11.844141807176827,29.0,9.5,15.0,53.5,569.8512573927081,356.8237026718018,247.15510298759935,UNDERVALUED,UNDERVALUED,UNDERVALUED,35.519283715725074,21.8995629300752,14.884609519291018,BUY,BUY,BUY
GEETANJALI CREDIT AND CAPITAL LTD,0.44,1.0,,,11.0,29.0,18.0,58.0,68.08248863964127,42.505603080229065,29.338380524167135,UNDERVALUED,UNDERVALUED,UNDERVALUED,398.066084390625,245.17164417613634,166.42205806107947,BUY,BUY,BUY
GEMSTONE INVESTMENTS LTD,9.94,1.33,12.271604938271606,12.281975308641979,17.0,30.0,18.0,65.0,7.842330250209069,4.902446516357919,3.388966568901251,UNDERVALUED,UNDERVALUED,UNDERVALUED,34.427336219253014,21.213693882042254,14.407894641285209,BUY,BUY,BUY
GENERA AGRI CORP LTD,1.93,2.14,38.6,38.519999999999996,6.0,23.0,6.0,35.0,-60.80690711001283,-37.92995116267535,-26.15267790303226,OVERVALUED,OVERVALUED,OVERVALUED,-166.29359658468266,-102.38953003562175,-69.47519525178106,DO NOT BUY,DO NOT BUY,DO NOT BUY
GENERAL INSURANCE CORPORATION OF INDIA,35772.22,203.9,19.25919425436495,19.25919210082857,20.0,30.0,18.0,68.0,3388.07589273599,2132.234735118037,1485.7158312035278,UNDERVALUED,UNDERVALUED,UNDERVALUED,96.30044514784451,59.48233274901409,40.518849780777416,BUY,BUY,BUY
GENERIC ENGINEERING CONSTRUCTION & PROJECTS LTD,189.84,45.05,-2109.333333333321,-1982.199999999988,20.0,24.0,9.0,53.0,-1012.8932717252474,-631.9525185945428,-435.84061648298996,OVERVALUED,OVERVALUED,OVERVALUED,-131.55443946494577,-81.00612557367388,-54.97078516386328,DO NOT BUY,DO NOT BUY,DO NOT BUY
GENERIC PHARMASEC LTD,231.18,8.35,187.95121951219514,98.91016260162601,23.0,18.0,15.0,56.0,3.498665385157888,2.201808473921171,1.5341742721746268,OVERVALUED,OVERVALUED,OVERVALUED,2.428363008794553,1.499932040239207,1.021735747374881,DO NOT BUY,DO NOT BUY,DO NOT BUY
GENESYS INTERNATIONAL CORPORATION LTD,300.39,96.2,-13.410267857142852,-13.327708333333328,13.0,15.0,18.0,46.0,339.4293372475104,212.17230274673446,146.65917796835245,UNDERVALUED,UNDERVALUED,UNDERVALUED,20.602285393002635,12.694574930194916,8.621641178057066,DO NOT BUY,DO NOT BUY,DO NOT BUY
GENNEX LABORATORIES LTD,71.85,5.68,25.938628158844764,25.939350180505414,26.0,27.0,15.0,68.0,-11.01540885416228,-6.863682881250374,-4.726335089232097,OVERVALUED,OVERVALUED,OVERVALUED,-11.363289630462763,-6.993863735212244,-4.743353642571325,DO NOT BUY,DO NOT BUY,DO NOT BUY
GENSOL ENGINEERING LTD,61.77,75.3,,,13.0,25.5,15.0,53.5,-1501.4701217045063,-936.384152181163,-645.4725512851824,OVERVALUED,OVERVALUED,OVERVALUED,-116.72355336545856,-71.86310797616156,-48.75735277415206,DO NOT BUY,DO NOT BUY,DO NOT BUY
GENUS PAPER & BOARDS LTD,205.7,8.0,59.109195402298845,59.10344827586207,14.0,27.0,9.0,50.0,-2.400080144574606,-1.462195876544234,-0.9793641861768101,OVERVALUED,OVERVALUED,OVERVALUED,-1.8004834759205945,-1.099668623906148,-0.738707954165636,DO NOT BUY,DO NOT BUY,DO NOT BUY
